poch: 1 [0/388729 (0%)]	Loss: 0.052230
Train Epoch: 11 [327680/388729 (84%)]	Loss: 0.073550
Train Epoch: 11 [337920/388729 (87%)]	Loss: 0.033612
Train Epoch: 11 [348160/388729 (89%)]	Loss: 0.052651
Train Epoch: 11 [358400/388729 (92%)]	Loss: 0.070016
Train Epoch: 11 [368640/388729 (95%)]	Loss: 0.061746
Train Epoch: 11 [378880/388729 (97%)]	Loss: 0.066801

Validation set: Average loss: 0.0006, Accuracy: 3639/3870 (94%)

Train Epoch: 12 [0/388729 (0%)]	Loss: 0.043859
Train Epoch: 12 [10240/388729 (3%)]	Loss: 0.044818
Train Epoch: 12 [20480/388729 (5%)]	Loss: 0.067852
Train Epoch: 12 [30720/388729 (8%)]	Loss: 0.050426
Train Epoch: 12 [40960/388729 (11%)]	Loss: 0.044345
Train Epoch: 12 [51200/388729 (13%)]	Loss: 0.056048
Train Epoch: 12 [61440/388729 (16%)]	Loss: 0.067148
Train Epoch: 12 [71680/388729 (18%)]	Loss: 0.062215
Train Epoch: 12 [81920/388729 (21%)]	Loss: 0.061086
Train Epoch: 12 [92160/388729 (24%)]	Loss: 0.064154
Train Epoch: 12 [102400/388729 (26%)]	Loss: 0.067624
Train Epoch: 12 [112640/388729 (29%)]	Loss: 0.068463
Train Epoch: 12 [122880/388729 (32%)]	Loss: 0.049732
Train Epoch: 12 [133120/388729 (34%)]	Loss: 0.069315
Train Epoch: 12 [143360/388729 (37%)]	Loss: 0.088398
Train Epoch: 12 [153600/388729 (39%)]	Loss: 0.059038
Train Epoch: 12 [163840/388729 (42%)]	Loss: 0.057948
Train Epoch: 12 [174080/388729 (45%)]	Loss: 0.090993
Train Epoch: 12 [184320/388729 (47%)]	Loss: 0.058162
Train Epoch: 12 [194560/388729 (50%)]	Loss: 0.051995
Train Epoch: 12 [204800/388729 (53%)]	Loss: 0.029243
Train Epoch: 12 [215040/388729 (55%)]	Loss: 0.050375
Train Epoch: 12 [225280/388729 (58%)]	Loss: 0.046843
Train Epoch: 12 [235520/388729 (61%)]	Loss: 0.049857
Train Epoch: 12 [245760/388729 (63%)]	Loss: 0.042154
Train Epoch: 12 [256000/388729 (66%)]	Loss: 0.055998
Train Epoch: 12 [266240/388729 (68%)]	Loss: 0.070342
Train Epoch: 12 [276480/388729 (71%)]	Loss: 0.062132
Train Epoch: 12 [286720/388729 (74%)]	Loss: 0.066167
Train Epoch: 12 [296960/388729 (76%)]	Loss: 0.036921
Train Epoch: 12 [307200/388729 (79%)]	Loss: 0.038620
Train Epoch: 12 [317440/388729 (82%)]	Loss: 0.088370
Train Epoch: 12 [327680/388729 (84%)]	Loss: 0.050343
Train Epoch: 12 [337920/388729 (87%)]	Loss: 0.032692
Train Epoch: 12 [348160/388729 (89%)]	Loss: 0.035687
Train Epoch: 12 [358400/388729 (92%)]	Loss: 0.072176
Train Epoch: 12 [368640/388729 (95%)]	Loss: 0.053435
Train Epoch: 12 [378880/388729 (97%)]	Loss: 0.052121

Validation set: Average loss: 0.0007, Accuracy: 3601/3870 (93%)

Train Epoch: 13 [0/388729 (0%)]	Loss: 0.070188
Train Epoch: 13 [10240/388729 (3%)]	Loss: 0.045134
Train Epoch: 13 [20480/388729 (5%)]	Loss: 0.055503
Train Epoch: 13 [30720/388729 (8%)]	Loss: 0.059281
Train Epoch: 13 [40960/388729 (11%)]	Loss: 0.054138
Train Epoch: 13 [51200/388729 (13%)]	Loss: 0.068513
Train Epoch: 13 [61440/388729 (16%)]	Loss: 0.052581
Train Epoch: 13 [71680/388729 (18%)]	Loss: 0.069907
Train Epoch: 13 [81920/388729 (21%)]	Loss: 0.075790
Train Epoch: 13 [92160/388729 (24%)]	Loss: 0.065410
Train Epoch: 13 [102400/388729 (26%)]	Loss: 0.077958
Train Epoch: 13 [112640/388729 (29%)]	Loss: 0.062310
Train Epoch: 13 [122880/388729 (32%)]	Loss: 0.068794
Train Epoch: 13 [133120/388729 (34%)]	Loss: 0.075335
Train Epoch: 13 [143360/388729 (37%)]	Loss: 0.047701
Train Epoch: 13 [153600/388729 (39%)]	Loss: 0.061112
Train Epoch: 13 [163840/388729 (42%)]	Loss: 0.052994
Train Epoch: 13 [174080/388729 (45%)]	Loss: 0.056710
Train Epoch: 13 [184320/388729 (47%)]	Loss: 0.027234
Train Epoch: 13 [194560/388729 (50%)]	Loss: 0.058883
Train Epoch: 13 [204800/388729 (53%)]	Loss: 0.064885
Train Epoch: 13 [215040/388729 (55%)]	Loss: 0.054585
Train Epoch: 13 [225280/388729 (58%)]	Loss: 0.060017
Train Epoch: 13 [235520/388729 (61%)]	Loss: 0.057082
Train Epoch: 13 [245760/388729 (63%)]	Loss: 0.052462
Train Epoch: 13 [256000/388729 (66%)]	Loss: 0.084478
Train Epoch: 13 [266240/388729 (68%)]	Loss: 0.058920
Train Epoch: 13 [276480/388729 (71%)]	Loss: 0.054520
Train Epoch: 13 [286720/388729 (74%)]	Loss: 0.063897
Train Epoch: 13 [296960/388729 (76%)]	Loss: 0.047626
Train Epoch: 13 [307200/388729 (79%)]	Loss: 0.036063
Train Epoch: 13 [317440/388729 (82%)]	Loss: 0.045403
Train Epoch: 13 [327680/388729 (84%)]	Loss: 0.029625
Train Epoch: 13 [337920/388729 (87%)]	Loss: 0.037632
Train Epoch: 13 [348160/388729 (89%)]	Loss: 0.043374
Train Epoch: 13 [358400/388729 (92%)]	Loss: 0.049508
Train Epoch: 13 [368640/388729 (95%)]	Loss: 0.036220
Train Epoch: 13 [378880/388729 (97%)]	Loss: 0.050508

Validation set: Average loss: 0.0006, Accuracy: 3634/3870 (94%)

Train Epoch: 14 [0/388729 (0%)]	Loss: 0.039078
Train Epoch: 14 [10240/388729 (3%)]	Loss: 0.073789
Train Epoch: 14 [20480/388729 (5%)]	Loss: 0.063300
Train Epoch: 14 [30720/388729 (8%)]	Loss: 0.072832
Train Epoch: 14 [40960/388729 (11%)]	Loss: 0.064654
Train Epoch: 14 [51200/388729 (13%)]	Loss: 0.087462
Train Epoch: 14 [61440/388729 (16%)]	Loss: 0.061232
Train Epoch: 14 [71680/388729 (18%)]	Loss: 0.063369
Train Epoch: 14 [81920/388729 (21%)]	Loss: 0.053117
Train Epoch: 14 [92160/388729 (24%)]	Loss: 0.053765
Train Epoch: 14 [102400/388729 (26%)]	Loss: 0.042926
Train Epoch: 14 [112640/388729 (29%)]	Loss: 0.035915
Train Epoch: 14 [122880/388729 (32%)]	Loss: 0.093353
Train Epoch: 14 [133120/388729 (34%)]	Loss: 0.082416
Train Epoch: 14 [143360/388729 (37%)]	Loss: 0.079762
Train Epoch: 14 [153600/388729 (39%)]	Loss: 0.050480
Train Epoch: 14 [163840/388729 (42%)]	Loss: 0.061747
Train Epoch: 14 [174080/388729 (45%)]	Loss: 0.087667
Train Epoch: 14 [184320/388729 (47%)]	Loss: 0.076806
Train Epoch: 14 [194560/388729 (50%)]	Loss: 0.041837
Train Epoch: 14 [204800/388729 (53%)]	Loss: 0.082241
Train Epoch: 14 [215040/388729 (55%)]	Loss: 0.054214
Train Epoch: 14 [225280/388729 (58%)]	Loss: 0.046023
Train Epoch: 14 [235520/388729 (61%)]	Loss: 0.053640
Train Epoch: 14 [245760/388729 (63%)]	Loss: 0.036461
Train Epoch: 14 [256000/388729 (66%)]	Loss: 0.064626
Train Epoch: 14 [266240/388729 (68%)]	Loss: 0.051096
Train Epoch: 14 [276480/388729 (71%)]	Loss: 0.130529
Train Epoch: 14 [286720/388729 (74%)]	Loss: 0.052660
Train Epoch: 14 [296960/388729 (76%)]	Loss: 0.040411
Train Epoch: 14 [307200/388729 (79%)]	Loss: 0.040916
Train Epoch: 14 [317440/388729 (82%)]	Loss: 0.102033
Train Epoch: 14 [327680/388729 (84%)]	Loss: 0.060282
Train Epoch: 14 [337920/388729 (87%)]	Loss: 0.021917
Train Epoch: 14 [348160/388729 (89%)]	Loss: 0.057626
Train Epoch: 14 [358400/388729 (92%)]	Loss: 0.035726
Train Epoch: 14 [368640/388729 (95%)]	Loss: 0.047946
Train Epoch: 14 [378880/388729 (97%)]	Loss: 0.036046

Validation set: Average loss: 0.0005, Accuracy: 3625/3870 (94%)

Train Epoch: 15 [0/388729 (0%)]	Loss: 0.037629
Train Epoch: 15 [10240/388729 (3%)]	Loss: 0.025371
Train Epoch: 15 [20480/388729 (5%)]	Loss: 0.045846
Train Epoch: 15 [30720/388729 (8%)]	Loss: 0.069779
Train Epoch: 15 [40960/388729 (11%)]	Loss: 0.063729
Train Epoch: 15 [51200/388729 (13%)]	Loss: 0.076519
Train Epoch: 15 [61440/388729 (16%)]	Loss: 0.092868
Train Epoch: 15 [71680/388729 (18%)]	Loss: 0.072588
Train Epoch: 15 [81920/388729 (21%)]	Loss: 0.156677
Train Epoch: 15 [92160/388729 (24%)]	Loss: 0.083341
Train Epoch: 15 [102400/388729 (26%)]	Loss: 0.062954
Train Epoch: 15 [112640/388729 (29%)]	Loss: 0.040308
Train Epoch: 15 [122880/388729 (32%)]	Loss: 0.052960
Train Epoch: 15 [133120/388729 (34%)]	Loss: 0.040127
Train Epoch: 15 [143360/388729 (37%)]	Loss: 0.023873
Train Epoch: 15 [153600/388729 (39%)]	Loss: 0.058512
Train Epoch: 15 [163840/388729 (42%)]	Loss: 0.029382
Train Epoch: 15 [174080/388729 (45%)]	Loss: 0.056821
Train Epoch: 15 [184320/388729 (47%)]	Loss: 0.104382
Train Epoch: 15 [194560/388729 (50%)]	Loss: 0.082785
Train Epoch: 15 [204800/388729 (53%)]	Loss: 0.061071
Train Epoch: 15 [215040/388729 (55%)]	Loss: 0.070226
Train Epoch: 15 [225280/388729 (58%)]	Loss: 0.048994
Train Epoch: 15 [235520/388729 (61%)]	Loss: 0.051653
Train Epoch: 15 [245760/388729 (63%)]	Loss: 0.032396
Train Epoch: 15 [256000/388729 (66%)]	Loss: 0.039198
Train Epoch: 15 [266240/388729 (68%)]	Loss: 0.048775
Train Epoch: 15 [276480/388729 (71%)]	Loss: 0.035521
Train Epoch: 15 [286720/388729 (74%)]	Loss: 0.029942
Train Epoch: 15 [296960/388729 (76%)]	Loss: 0.081759
Train Epoch: 15 [307200/388729 (79%)]	Loss: 0.043596
Train Epoch: 15 [317440/388729 (82%)]	Loss: 0.033062
Train Epoch: 15 [327680/388729 (84%)]	Loss: 0.058891
Train Epoch: 15 [337920/388729 (87%)]	Loss: 0.062031
Train Epoch: 15 [348160/388729 (89%)]	Loss: 0.022483
Train Epoch: 15 [358400/388729 (92%)]	Loss: 0.024487
Train Epoch: 15 [368640/388729 (95%)]	Loss: 0.019244
Train Epoch: 15 [378880/388729 (97%)]	Loss: 0.035420

Validation set: Average loss: 0.0006, Accuracy: 3622/3870 (94%)

Train Epoch: 16 [0/388729 (0%)]	Loss: 0.068109
Train Epoch: 16 [10240/388729 (3%)]	Loss: 0.054476
Train Epoch: 16 [20480/388729 (5%)]	Loss: 0.056950
Train Epoch: 16 [30720/388729 (8%)]	Loss: 0.073750
Train Epoch: 16 [40960/388729 (11%)]	Loss: 0.061188
Train Epoch: 16 [51200/388729 (13%)]	Loss: 0.044739
Train Epoch: 16 [61440/388729 (16%)]	Loss: 0.052551
Train Epoch: 16 [71680/388729 (18%)]	Loss: 0.081378
Train Epoch: 16 [81920/388729 (21%)]	Loss: 0.049256
Train Epoch: 16 [92160/388729 (24%)]	Loss: 0.085598
Train Epoch: 16 [102400/388729 (26%)]	Loss: 0.030231
Train Epoch: 16 [112640/388729 (29%)]	Loss: 0.075713
Train Epoch: 16 [122880/388729 (32%)]	Loss: 0.061974
Train Epoch: 16 [133120/388729 (34%)]	Loss: 0.070637
Train Epoch: 16 [143360/388729 (37%)]	Loss: 0.074275
Train Epoch: 16 [153600/388729 (39%)]	Loss: 0.048361
Train Epoch: 16 [163840/388729 (42%)]	Loss: 0.068836
Train Epoch: 16 [174080/388729 (45%)]	Loss: 0.042361
Train Epoch: 16 [184320/388729 (47%)]	Loss: 0.054528
Train Epoch: 16 [194560/388729 (50%)]	Loss: 0.050730
Train Epoch: 16 [204800/388729 (53%)]	Loss: 0.042199
Train Epoch: 16 [215040/388729 (55%)]	Loss: 0.039102
Train Epoch: 16 [225280/388729 (58%)]	Loss: 0.024169
Train Epoch: 16 [235520/388729 (61%)]	Loss: 0.060357
Train Epoch: 16 [245760/388729 (63%)]	Loss: 0.066375
Train Epoch: 16 [256000/388729 (66%)]	Loss: 0.053784
Train Epoch: 16 [266240/388729 (68%)]	Loss: 0.051905
Train Epoch: 16 [276480/388729 (71%)]	Loss: 0.061806
Train Epoch: 16 [286720/388729 (74%)]	Loss: 0.070128
Train Epoch: 16 [296960/388729 (76%)]	Loss: 0.049455
Train Epoch: 16 [307200/388729 (79%)]	Loss: 0.030403
Train Epoch: 16 [317440/388729 (82%)]	Loss: 0.070302
Train Epoch: 16 [327680/388729 (84%)]	Loss: 0.047458
Train Epoch: 16 [337920/388729 (87%)]	Loss: 0.043538
Train Epoch: 16 [348160/388729 (89%)]	Loss: 0.044363
Train Epoch: 16 [358400/388729 (92%)]	Loss: 0.040890
Train Epoch: 16 [368640/388729 (95%)]	Loss: 0.037008
Train Epoch: 16 [378880/388729 (97%)]	Loss: 0.038459

Validation set: Average loss: 0.0006, Accuracy: 3620/3870 (94%)

Train Epoch: 17 [0/388729 (0%)]	Loss: 0.044415
Train Epoch: 17 [10240/388729 (3%)]	Loss: 0.043180
Train Epoch: 17 [20480/388729 (5%)]	Loss: 0.045227
Train Epoch: 17 [30720/388729 (8%)]	Loss: 0.054552
Train Epoch: 17 [40960/388729 (11%)]	Loss: 0.098210
Train Epoch: 17 [51200/388729 (13%)]	Loss: 0.053820
Train Epoch: 17 [61440/388729 (16%)]	Loss: 0.083390
Train Epoch: 17 [71680/388729 (18%)]	Loss: 0.065745
Train Epoch: 17 [81920/388729 (21%)]	Loss: 0.051559
Train Epoch: 17 [92160/388729 (24%)]	Loss: 0.034436
Train Epoch: 17 [102400/388729 (26%)]	Loss: 0.036941
Train Epoch: 17 [112640/388729 (29%)]	Loss: 0.053481
Train Epoch: 17 [122880/388729 (32%)]	Loss: 0.048304
Train Epoch: 17 [133120/388729 (34%)]	Loss: 0.062294
Train Epoch: 17 [143360/388729 (37%)]	Loss: 0.067457
Train Epoch: 17 [153600/388729 (39%)]	Loss: 0.039951
Train Epoch: 17 [163840/388729 (42%)]	Loss: 0.079978
Train Epoch: 17 [174080/388729 (45%)]	Loss: 0.049658
Train Epoch: 17 [184320/388729 (47%)]	Loss: 0.048634
Train Epoch: 17 [194560/388729 (50%)]	Loss: 0.056541
Train Epoch: 17 [204800/388729 (53%)]	Loss: 0.037536
Train Epoch: 17 [215040/388729 (55%)]	Loss: 0.053236
Train Epoch: 17 [225280/388729 (58%)]	Loss: 0.046828
Train Epoch: 17 [235520/388729 (61%)]	Loss: 0.080951
Train Epoch: 17 [245760/388729 (63%)]	Loss: 0.061254
Train Epoch: 17 [256000/388729 (66%)]	Loss: 0.043295
Train Epoch: 17 [266240/388729 (68%)]	Loss: 0.051019
Train Epoch: 17 [276480/388729 (71%)]	Loss: 0.037940
Train Epoch: 17 [286720/388729 (74%)]	Loss: 0.036138
Train Epoch: 17 [296960/388729 (76%)]	Loss: 0.039997
Train Epoch: 17 [307200/388729 (79%)]	Loss: 0.044520
Train Epoch: 17 [317440/388729 (82%)]	Loss: 0.033627
Train Epoch: 17 [327680/388729 (84%)]	Loss: 0.049837
Train Epoch: 17 [337920/388729 (87%)]	Loss: 0.018380
Train Epoch: 17 [348160/388729 (89%)]	Loss: 0.048782
Train Epoch: 17 [358400/388729 (92%)]	Loss: 0.040247
Train Epoch: 17 [368640/388729 (95%)]	Loss: 0.046797
Train Epoch: 17 [378880/388729 (97%)]	Loss: 0.059083

Validation set: Average loss: 0.0007, Accuracy: 3628/3870 (94%)

Train Epoch: 18 [0/388729 (0%)]	Loss: 0.044558
Train Epoch: 18 [10240/388729 (3%)]	Loss: 0.034470
Train Epoch: 18 [20480/388729 (5%)]	Loss: 0.053473
Train Epoch: 18 [30720/388729 (8%)]	Loss: 0.059382
Train Epoch: 18 [40960/388729 (11%)]	Loss: 0.062310
Train Epoch: 18 [51200/388729 (13%)]	Loss: 0.069624
Train Epoch: 18 [61440/388729 (16%)]	Loss: 0.077986
Train Epoch: 18 [71680/388729 (18%)]	Loss: 0.071303
Train Epoch: 18 [81920/388729 (21%)]	Loss: 0.029080
Train Epoch: 18 [92160/388729 (24%)]	Loss: 0.070215
Train Epoch: 18 [102400/388729 (26%)]	Loss: 0.056724
Train Epoch: 18 [112640/388729 (29%)]	Loss: 0.070548
Train Epoch: 18 [122880/388729 (32%)]	Loss: 0.049502
Train Epoch: 18 [133120/388729 (34%)]	Loss: 0.101202
Train Epoch: 18 [143360/388729 (37%)]	Loss: 0.061684
Train Epoch: 18 [153600/388729 (39%)]	Loss: 0.041939
Train Epoch: 18 [163840/388729 (42%)]	Loss: 0.055291
Train Epoch: 18 [174080/388729 (45%)]	Loss: 0.039298
Train Epoch: 18 [184320/388729 (47%)]	Loss: 0.050972
Train Epoch: 18 [194560/388729 (50%)]	Loss: 0.058242
Train Epoch: 18 [204800/388729 (53%)]	Loss: 0.084016
Train Epoch: 18 [215040/388729 (55%)]	Loss: 0.068539
Train Epoch: 18 [225280/388729 (58%)]	Loss: 0.042828
Train Epoch: 18 [235520/388729 (61%)]	Loss: 0.038036
Train Epoch: 18 [245760/388729 (63%)]	Loss: 0.067988
Train Epoch: 18 [256000/388729 (66%)]	Loss: 0.033542
Train Epoch: 18 [266240/388729 (68%)]	Loss: 0.047579
Train Epoch: 18 [276480/388729 (71%)]	Loss: 0.071956
Train Epoch: 18 [286720/388729 (74%)]	Loss: 0.067024
Train Epoch: 18 [296960/388729 (76%)]	Loss: 0.044473
Train Epoch: 18 [307200/388729 (79%)]	Loss: 0.063656
Train Epoch: 18 [317440/388729 (82%)]	Loss: 0.034303
Train Epoch: 18 [327680/388729 (84%)]	Loss: 0.037698
Train Epoch: 18 [337920/388729 (87%)]	Loss: 0.043565
Train Epoch: 18 [348160/388729 (89%)]	Loss: 0.034354
Train Epoch: 18 [358400/388729 (92%)]	Loss: 0.048762
Train Epoch: 18 [368640/388729 (95%)]	Loss: 0.047150
Train Epoch: 18 [378880/388729 (97%)]	Loss: 0.045804

Validation set: Average loss: 0.0007, Accuracy: 3635/3870 (94%)

Train Epoch: 19 [0/388729 (0%)]	Loss: 0.058649
Train Epoch: 19 [10240/388729 (3%)]	Loss: 0.046445
Train Epoch: 19 [20480/388729 (5%)]	Loss: 0.056331
Train Epoch: 19 [30720/388729 (8%)]	Loss: 0.036484
Train Epoch: 19 [40960/388729 (11%)]	Loss: 0.067901
Train Epoch: 19 [51200/388729 (13%)]	Loss: 0.061671
Train Epoch: 19 [61440/388729 (16%)]	Loss: 0.071257
Train Epoch: 19 [71680/388729 (18%)]	Loss: 0.060132
Train Epoch: 19 [81920/388729 (21%)]	Loss: 0.040548
Train Epoch: 19 [92160/388729 (24%)]	Loss: 0.050131
Train Epoch: 19 [102400/388729 (26%)]	Loss: 0.046057
Train Epoch: 19 [112640/388729 (29%)]	Loss: 0.068363
Train Epoch: 19 [122880/388729 (32%)]	Loss: 0.048642
Train Epoch: 19 [133120/388729 (34%)]	Loss: 0.097902
Train Epoch: 19 [143360/388729 (37%)]	Loss: 0.084885
Train Epoch: 19 [153600/388729 (39%)]	Loss: 0.086153
Train Epoch: 19 [163840/388729 (42%)]	Loss: 0.061587
Train Epoch: 19 [174080/388729 (45%)]	Loss: 0.065259
Train Epoch: 19 [184320/388729 (47%)]	Loss: 0.072747
Train Epoch: 19 [194560/388729 (50%)]	Loss: 0.053409
Train Epoch: 19 [204800/388729 (53%)]	Loss: 0.057580
Train Epoch: 19 [215040/388729 (55%)]	Loss: 0.072895
Train Epoch: 19 [225280/388729 (58%)]	Loss: 0.065257
Train Epoch: 19 [235520/388729 (61%)]	Loss: 0.070254
Train Epoch: 19 [245760/388729 (63%)]	Loss: 0.044774
Train Epoch: 19 [256000/388729 (66%)]	Loss: 0.053473
Train Epoch: 19 [266240/388729 (68%)]	Loss: 0.030267
Train Epoch: 19 [276480/388729 (71%)]	Loss: 0.030374
Train Epoch: 19 [286720/388729 (74%)]	Loss: 0.049638
Train Epoch: 19 [296960/388729 (76%)]	Loss: 0.053003
Train Epoch: 19 [307200/388729 (79%)]	Loss: 0.041629
Train Epoch: 19 [317440/388729 (82%)]	Loss: 0.050127
Train Epoch: 19 [327680/388729 (84%)]	Loss: 0.028217
Train Epoch: 19 [337920/388729 (87%)]	Loss: 0.039418
Train Epoch: 19 [348160/388729 (89%)]	Loss: 0.057490
Train Epoch: 19 [358400/388729 (92%)]	Loss: 0.039982
Train Epoch: 19 [368640/388729 (95%)]	Loss: 0.064350
Train Epoch: 19 [378880/388729 (97%)]	Loss: 0.050005

Validation set: Average loss: 0.0005, Accuracy: 3656/3870 (94%)

Train Epoch: 20 [0/388729 (0%)]	Loss: 0.062308
Train Epoch: 20 [10240/388729 (3%)]	Loss: 0.215202
Train Epoch: 20 [20480/388729 (5%)]	Loss: 0.048457
Train Epoch: 20 [30720/388729 (8%)]	Loss: 0.072322
Train Epoch: 20 [40960/388729 (11%)]	Loss: 0.076326
Train Epoch: 20 [51200/388729 (13%)]	Loss: 0.059310
Train Epoch: 20 [61440/388729 (16%)]	Loss: 0.064862
Train Epoch: 20 [71680/388729 (18%)]	Loss: 0.060058
Train Epoch: 20 [81920/388729 (21%)]	Loss: 0.071076
Train Epoch: 20 [92160/388729 (24%)]	Loss: 0.065943
Train Epoch: 20 [102400/388729 (26%)]	Loss: 0.055862
Train Epoch: 20 [112640/388729 (29%)]	Loss: 0.081607
Train Epoch: 20 [122880/388729 (32%)]	Loss: 0.041527
Train Epoch: 20 [133120/388729 (34%)]	Loss: 0.088516
Train Epoch: 20 [143360/388729 (37%)]	Loss: 0.058058
Train Epoch: 20 [153600/388729 (39%)]	Loss: 0.066767
Train Epoch: 20 [163840/388729 (42%)]	Loss: 0.049046
Train Epoch: 20 [174080/388729 (45%)]	Loss: 0.052834
Train Epoch: 20 [184320/388729 (47%)]	Loss: 0.044297
Train Epoch: 20 [194560/388729 (50%)]	Loss: 0.040706
Train Epoch: 20 [204800/388729 (53%)]	Loss: 0.038264
Train Epoch: 20 [215040/388729 (55%)]	Loss: 0.040449
Train Epoch: 20 [225280/388729 (58%)]	Loss: 0.048736
Train Epoch: 20 [235520/388729 (61%)]	Loss: 0.067477
Train Epoch: 20 [245760/388729 (63%)]	Loss: 0.029457
Train Epoch: 20 [256000/388729 (66%)]	Loss: 0.048851
Train Epoch: 20 [266240/388729 (68%)]	Loss: 0.025430
Train Epoch: 20 [276480/388729 (71%)]	Loss: 0.059374
Train Epoch: 20 [286720/388729 (74%)]	Loss: 0.041804
Train Epoch: 20 [296960/388729 (76%)]	Loss: 0.066957
Train Epoch: 20 [307200/388729 (79%)]	Loss: 0.035448
Train Epoch: 20 [317440/388729 (82%)]	Loss: 0.073834
Train Epoch: 20 [327680/388729 (84%)]	Loss: 0.038506
Train Epoch: 20 [337920/388729 (87%)]	Loss: 0.044033
Train Epoch: 20 [348160/388729 (89%)]	Loss: 0.031122
Train Epoch: 20 [358400/388729 (92%)]	Loss: 0.038618
Train Epoch: 20 [368640/388729 (95%)]	Loss: 0.054486
Train Epoch: 20 [378880/388729 (97%)]	Loss: 0.040373

Validation set: Average loss: 0.0007, Accuracy: 3626/3870 (94%)

Train Epoch: 21 [0/388729 (0%)]	Loss: 0.058148
Train Epoch: 21 [10240/388729 (3%)]	Loss: 0.049113
Train Epoch: 21 [20480/388729 (5%)]	Loss: 0.046230
Train Epoch: 21 [30720/388729 (8%)]	Loss: 0.054991
Train Epoch: 21 [40960/388729 (11%)]	Loss: 0.076669
Train Epoch: 21 [51200/388729 (13%)]	Loss: 0.076341
Train Epoch: 21 [61440/388729 (16%)]	Loss: 0.207102
Train Epoch: 21 [71680/388729 (18%)]	Loss: 0.111377
Train Epoch: 21 [81920/388729 (21%)]	Loss: 0.129704
Train Epoch: 21 [92160/388729 (24%)]	Loss: 0.111739
Train Epoch: 21 [102400/388729 (26%)]	Loss: 0.111699
Train Epoch: 21 [112640/388729 (29%)]	Loss: 0.094834
Train Epoch: 21 [122880/388729 (32%)]	Loss: 0.100625
Train Epoch: 21 [133120/388729 (34%)]	Loss: 0.165187
Train Epoch: 21 [143360/388729 (37%)]	Loss: 0.088320
Train Epoch: 21 [153600/388729 (39%)]	Loss: 0.114094
Train Epoch: 21 [163840/388729 (42%)]	Loss: 0.088280
Train Epoch: 21 [174080/388729 (45%)]	Loss: 0.063267
Train Epoch: 21 [184320/388729 (47%)]	Loss: 0.104536
Train Epoch: 21 [194560/388729 (50%)]	Loss: 0.057861
Train Epoch: 21 [204800/388729 (53%)]	Loss: 0.078428
Train Epoch: 21 [215040/388729 (55%)]	Loss: 0.060350
Train Epoch: 21 [225280/388729 (58%)]	Loss: 0.068780
Train Epoch: 21 [235520/388729 (61%)]	Loss: 0.063824
Train Epoch: 21 [245760/388729 (63%)]	Loss: 0.057297
Train Epoch: 21 [256000/388729 (66%)]	Loss: 0.100877
Train Epoch: 21 [266240/388729 (68%)]	Loss: 0.031927
Train Epoch: 21 [276480/388729 (71%)]	Loss: 0.083801
Train Epoch: 21 [286720/388729 (74%)]	Loss: 0.088440
Train Epoch: 21 [296960/388729 (76%)]	Loss: 0.059361
Train Epoch: 21 [307200/388729 (79%)]	Loss: 0.054527
Train Epoch: 21 [317440/388729 (82%)]	Loss: 0.038456
Train Epoch: 21 [327680/388729 (84%)]	Loss: 0.050233
Train Epoch: 21 [337920/388729 (87%)]	Loss: 0.058766
Train Epoch: 21 [348160/388729 (89%)]	Loss: 0.037535
Train Epoch: 21 [358400/388729 (92%)]	Loss: 0.025991
Train Epoch: 21 [368640/388729 (95%)]	Loss: 0.045848
Train Epoch: 21 [378880/388729 (97%)]	Loss: 0.045571

Validation set: Average loss: 0.0006, Accuracy: 3638/3870 (94%)

Train Epoch: 22 [0/388729 (0%)]	Loss: 0.074435
Train Epoch: 22 [10240/388729 (3%)]	Loss: 0.056683
Train Epoch: 22 [20480/388729 (5%)]	Loss: 0.082377
Train Epoch: 22 [30720/388729 (8%)]	Loss: 0.081510
Train Epoch: 22 [40960/388729 (11%)]	Loss: 0.115704
Train Epoch: 22 [51200/388729 (13%)]	Loss: 0.100189
Train Epoch: 22 [61440/388729 (16%)]	Loss: 0.059694
Train Epoch: 22 [71680/388729 (18%)]	Loss: 0.090308
Train Epoch: 22 [81920/388729 (21%)]	Loss: 0.067635
Train Epoch: 22 [92160/388729 (24%)]	Loss: 0.086579
Train Epoch: 22 [102400/388729 (26%)]	Loss: 0.080954
Train Epoch: 22 [112640/388729 (29%)]	Loss: 0.066447
Train Epoch: 22 [122880/388729 (32%)]	Loss: 0.090334
Train Epoch: 22 [133120/388729 (34%)]	Loss: 0.100560
Train Epoch: 22 [143360/388729 (37%)]	Loss: 0.070284
Train Epoch: 22 [153600/388729 (39%)]	Loss: 0.058191
Train Epoch: 22 [163840/388729 (42%)]	Loss: 0.047477
Train Epoch: 22 [174080/388729 (45%)]	Loss: 0.059986
Train Epoch: 22 [184320/388729 (47%)]	Loss: 0.094041
Train Epoch: 22 [194560/388729 (50%)]	Loss: 0.086061
Train Epoch: 22 [204800/388729 (53%)]	Loss: 0.065214
Train Epoch: 22 [215040/388729 (55%)]	Loss: 0.075997
Train Epoch: 22 [225280/388729 (58%)]	Loss: 0.054453
Train Epoch: 22 [235520/388729 (61%)]	Loss: 0.063848
Train Epoch: 22 [245760/388729 (63%)]	Loss: 0.045879
